period,stock_month_observations,unique_cusip8,mean_percent,std_percent,min_percent,p01_percent,p25_percent,median_percent,p75_percent,p90_percent,p99_percent,max_percent,high_fee_share,util_mean_raw,util_median_raw,util_p90_raw,util_p99_raw,fee_qualifying_share
2014-02,7184,7184,4.0143026169265035,9.427871579339374,0.25,0.25,0.375,0.625,4.0,9.0,50.0,114.99999999999999,0.4606069042316258,25.5035406617888,7.497586,97.88933,99.998257,0.9299832962138085
2014-03,7518,7518,4.030543362596435,9.19443956699334,0.25,0.25,0.375,0.75,4.0,9.0,45.0,114.99999999999999,0.47406225059856344,27.386020966642505,8.783870499999999,99.237222,99.9986912,0.9332269220537377
2014-04,7382,7382,4.021572744513682,9.06640724424197,0.25,0.375,0.375,0.75,4.0,9.0,45.0,114.99999999999999,0.4811704145218098,27.880458774554786,9.099978,99.44302,99.9980477,0.937279869953942
2014-05,7355,7355,4.156390210740993,9.745623801962322,0.25,0.375,0.375,0.8750000000000001,4.0,9.0,50.0,114.99999999999999,0.48783140720598234,27.16327040131329,8.852159,98.46959600000001,99.9982844,0.9370496261046907
2014-06,7147,7147,4.210105638729537,9.525572128938135,0.25,0.25,0.375,0.625,4.5,10.0,50.0,114.99999999999999,0.4646704911151532,22.959158577364928,7.5978395,81.0921,99.99583919999999,0.9366167622778788
2014-07,7030,7030,4.4769736842105265,9.861731985416734,0.25,0.25,0.375,0.625,5.0,11.0,50.0,114.99999999999999,0.46571834992887623,20.742454141714468,6.777934,71.99879,99.9937575,0.9145092460881935
2014-08,6499,6499,4.376173257424219,10.279275190893875,0.25,0.25,0.375,0.5,4.5,11.0,50.0,114.99999999999999,0.41744883828281276,18.106028712404253,6.394229,58.79038400000002,99.9811566,0.9229112171103246
2014-09,6440,6440,4.364343944099379,10.345296968894564,0.25,0.25,0.375,0.5,4.5,11.0,55.00000000000001,114.99999999999999,0.4166149068322981,18.65055601225017,6.96902,60.048144,99.989267,0.9402173913043478
2014-10,6441,6441,4.387633907778295,10.436821118552826,0.25,0.25,0.375,0.5,4.0,11.0,55.00000000000001,114.99999999999999,0.4199658438130725,18.355311962545084,6.695553500000001,59.343708000000014,99.9858334,0.9455053563111319
2014-11,6357,6357,4.520469561113733,11.050366311665321,0.25,0.375,0.375,0.625,4.0,11.0,55.00000000000001,235.0,0.4195375176970269,18.067165069455168,6.528808,58.99650400000002,99.994638,0.9466729589428976
2014-12,6525,6525,4.448946360153257,10.55264369498398,0.25,0.25,0.375,0.625,4.0,11.0,55.00000000000001,120.0,0.4274329501915709,17.19010913829594,5.935647,56.154224,99.9861672,0.9434482758620689
2015-01,6518,6518,4.597997852101872,10.70043701395838,0.25,0.25,0.375,0.625,4.5,11.0,55.00000000000001,114.99999999999999,0.4370972691009512,17.062109368430708,5.922099,56.70324700000001,99.2073294,0.936637005216324
2015-02,6459,6459,4.549175568973525,10.75907106270674,0.25,0.375,0.375,0.5,4.0,12.0,55.00000000000001,114.99999999999999,0.4327295246942251,15.058991766612582,4.833222,48.34235000000001,97.51258619999999,0.9441089952004954
2015-03,6496,6496,4.683824661330049,10.950575944240958,0.25,0.375,0.5,0.625,4.0,12.0,55.00000000000001,114.99999999999999,0.4410406403940887,15.0670744181401,5.0776,48.148455999999996,97.37363879999997,0.9254926108374384
2015-04,6269,6269,4.583625777635986,11.054552250924962,0.25,0.25,0.375,0.5,3.5000000000000004,12.0,55.00000000000001,114.99999999999999,0.4166533737438188,14.288017366936137,4.551929,46.131372,93.68494560000019,0.949593236560855
2015-05,6340,6340,4.518059936908517,11.033853684887099,0.25,0.25,0.375,0.5,3.5000000000000004,11.0,60.0,114.99999999999999,0.4220820189274448,14.352447337356676,4.870051999999999,45.941173000000006,93.94942679999997,0.9446372239747634
2015-06,7012,7012,4.401115944095836,10.893634521648673,0.25,0.25,0.375,0.75,3.5000000000000004,11.0,59.45000000000164,140.0,0.43938961779806046,29.483871038905328,9.850623,99.94394,99.9987132,0.9353964632059327
2015-07,7072,7072,4.323105203619909,10.649925642332517,0.25,0.25,0.375,0.75,3.5000000000000004,11.0,56.449999999999825,114.99999999999999,0.48062782805429866,30.33502692462928,10.099525,99.93758500000001,99.9986435,0.9273190045248869
2015-08,6962,6962,4.603759695489802,11.67199734298163,0.25,0.375,0.375,0.75,3.5000000000000004,12.0,60.0,295.0,0.4324906636024131,31.210927018223064,11.3264,99.94321,99.99879,0.9382361390405056
2015-09,6959,6959,4.77151889639316,11.86987167850421,0.25,0.25,0.375,0.75,3.5000000000000004,12.0,60.0,270.0,0.44546630262968817,31.744773831931177,12.264935,99.94037,99.99835370000001,0.940077597355942
2015-10,6925,6925,4.974476534296029,12.287183461471868,0.25,0.25,0.375,0.75,3.5000000000000004,12.0,63.80000000000109,235.0,0.4392779783393502,32.139142187642356,12.31952,99.942972,99.99881780000001,0.9394945848375451
