period,stock_month_observations,unique_cusip8,mean_percent,std_percent,min_percent,p01_percent,p25_percent,median_percent,p75_percent,p90_percent,p99_percent,max_percent,high_fee_share,util_mean_raw,util_median_raw,util_p90_raw,util_p99_raw,fee_qualifying_share
2009-02,6885,6885,2.0123093681917212,4.591189121042986,0.25,0.25,0.25,0.5,1.7500000000000002,7.000000000000001,20.0,75.0,0.28104575163398693,17.869824957462043,8.429737,51.328125,97.3767535,0.9256354393609295
2009-03,6828,6828,2.048495166959578,4.774254089504781,0.25,0.25,0.25,0.5,1.7500000000000002,7.000000000000001,23.649999999997817,100.0,0.28280609256004685,17.671323833812735,8.2877915,51.030826000000005,97.90170409999995,0.9175454012888108
2009-04,6786,6786,1.9594938107869142,5.021895778729112,0.25,0.25,0.25,0.5,1.375,6.0,25.0,100.0,0.2712938402593575,16.304017987984388,7.028684,48.08205400000003,97.08437279999998,0.9342764515178308
2009-05,6851,6851,1.9864070938549117,4.836732168612677,0.25,0.25,0.25,0.5,1.7500000000000002,6.0,25.0,100.0,0.28025105823967306,16.22346086450336,7.000955,47.709822,96.989046,0.927455845861918
2009-06,6921,6921,2.186678225689929,5.308119145522715,0.25,0.25,0.375,0.5,2.0,7.000000000000001,25.0,110.00000000000001,0.29056494726195636,18.043760932636317,8.079331,53.563350000000035,99.1427904,0.9190868371622598
2009-07,6775,6775,2.4707011070110703,6.5366622137242825,0.25,0.25,0.25,0.375,1.875,7.000000000000001,30.0,110.00000000000001,0.294169741697417,16.67485376709474,7.2072105,49.40874000000001,97.6639007,0.9245756457564576
2009-08,6770,6770,2.498689069423929,6.540046729103839,0.25,0.25,0.25,0.375,1.875,7.000000000000001,30.0,110.00000000000001,0.3032496307237814,16.189431599464065,6.530165,48.31256,98.74167800000002,0.9107828655834564
2009-09,5678,5677,2.12398731947869,6.608947766533997,0.25,0.25,0.375,0.375,0.5,4.5,30.0,114.99999999999999,0.20200774920746742,15.940656342050016,6.335411000000001,46.550022000000006,99.22279949999994,0.9649524480450863
2009-10,5614,5613,2.0104871749198434,6.316170182943102,0.25,0.25,0.25,0.375,0.375,5.0,30.0,120.0,0.19522622016387603,16.516617490174564,6.618271999999999,49.55240199999999,99.7456989,0.965799786248664
2009-11,5592,5591,2.016966201716738,6.340579538442561,0.25,0.25,0.25,0.375,0.375,5.0,30.0,105.0,0.20332618025751073,16.93899521688841,7.145356,49.69138700000001,99.99415239999999,0.9640557939914163
2009-12,5557,5556,1.9067167536440526,5.914863264471735,0.25,0.25,0.25,0.375,0.375,4.0,30.0,110.00000000000001,0.19021054525823286,15.973820950185353,6.785634,46.28040800000017,99.77701839999996,0.9659888429008457
2010-01,5484,5484,1.9803747264770242,5.995882127794997,0.25,0.25,0.25,0.375,0.375,4.5,30.0,114.99999999999999,0.2024070021881838,16.59428008522976,7.335069,47.74959199999999,99.49653250000001,0.9655361050328227
2010-02,5457,5456,2.025563496426608,6.338411008550504,0.25,0.25,0.25,0.375,0.5,4.5,30.0,114.99999999999999,0.20469122228330586,17.221253520782483,8.310415,49.319034000000094,98.73265719999999,0.9739783763972879
2010-03,5546,5545,2.183600793364587,7.185752983569436,0.25,0.25,0.375,0.375,0.5,4.5,30.0,114.99999999999999,0.2019473494410386,16.884365187955282,7.938908,48.900145,99.174345,0.9680851063829787
2010-04,5488,5488,2.1582315962099123,6.419245988863597,0.25,0.25,0.375,0.375,0.625,5.0,30.0,114.99999999999999,0.2131924198250729,16.842213799865164,7.89821,49.94438,99.09370990000001,0.9750364431486881
2010-05,5963,5963,2.614288110011739,7.528460134259282,0.25,0.25,0.375,0.375,1.875,7.000000000000001,30.0,114.99999999999999,0.27821566325674996,17.142005139350843,8.499468,49.03635200000001,98.69142179999989,0.8814355190340433
2010-06,5483,5482,2.450186941455408,7.867231627986508,0.25,0.25,0.375,0.375,0.75,6.0,35.900000000001455,114.99999999999999,0.22852453036658762,18.028595542620828,9.395002,51.535280000000014,98.84415100000001,0.9507568849170163
2010-07,5445,5444,2.601813590449954,8.357577851465805,0.25,0.25,0.375,0.375,0.8750000000000001,6.0,45.0,114.99999999999999,0.24095500459136823,16.736379178692378,8.193092,47.858184,99.34970560000009,0.9533516988062443
2010-08,5396,5396,2.596576167531505,8.578459170853558,0.25,0.25,0.375,0.375,0.9062500000000001,5.0,40.0,114.99999999999999,0.2435137138621201,16.897353653106006,8.524146,47.747775000000004,98.66418000000003,0.9610822831727205
2010-09,5375,5374,2.598186046511628,8.337486540508877,0.25,0.25,0.375,0.375,0.8750000000000001,6.0,41.30000000000109,110.00000000000001,0.24502325581395348,16.672458911002792,8.077657,47.087692,99.22150720000003,0.9752558139534884
2010-10,5451,5451,2.5290543019629426,8.008817980223471,0.25,0.375,0.375,0.375,1.125,5.0,37.5,114.99999999999999,0.25114657860942946,15.742311322162907,7.03268,45.64141,99.38166000000001,0.9669785360484314
2010-11,5488,5488,2.4768813775510203,7.914840359300442,0.25,0.375,0.375,0.375,1.125,5.0,35.650000000000546,114.99999999999999,0.25309766763848396,15.452648854389576,6.8233345,45.101346,99.2346179,0.972667638483965
2010-12,5501,5501,2.368569351027086,7.566575430990806,0.25,0.25,0.375,0.375,1.0,5.0,35.0,114.99999999999999,0.24795491728776586,13.867006283710236,5.24723,40.61217,98.05901,0.9698236684239229
2011-01,6477,6477,2.7301219700478616,7.217160114899659,0.25,0.34500000000000064,0.375,0.375,2.0,7.000000000000001,35.0,110.00000000000001,0.32762081210436933,14.47134385742049,5.6753184999999995,43.799552000000006,96.58931290000004,0.8151922186197313
2011-02,5352,5352,2.303437967115097,7.216690058287588,0.25,0.375,0.375,0.375,0.8750000000000001,5.0,35.0,110.00000000000001,0.23393124065769805,15.1163012934062,6.185903,45.34278200000005,97.6116335,0.9751494768310912
2011-03,6856,6856,3.1073512252042006,8.484128536067404,0.25,0.25,0.375,0.375,2.5,8.0,35.0,114.99999999999999,0.3779171528588098,15.74163157714259,6.399131499999999,47.769564000000024,97.50524850000001,0.934218203033839
2011-04,7176,7176,3.327968227424749,9.11753586107239,0.25,0.25,0.375,0.5,3.0,8.0,40.0,114.99999999999999,0.4169453734671126,17.89239086216828,6.889851,58.87322800000002,99.9959036,0.9308807134894092
2011-05,7182,7182,3.4729706209969367,9.215790843433606,0.25,0.25,0.375,0.5,3.0,8.0,45.0,114.99999999999999,0.4165970481759955,17.710849506566973,7.251022,56.37205300000012,99.9790678,0.9330270119743804
2011-06,7235,7235,3.666879751209399,9.930379959905796,0.25,0.25,0.25,0.375,3.5000000000000004,8.0,55.00000000000001,114.99999999999999,0.4128541810642709,18.565346483821386,7.790019,58.35425,99.994646,0.9400138217000691
2011-07,7037,7037,3.8087430723319597,10.0173681621413,0.25,0.25,0.375,0.5,3.5000000000000004,8.0,53.200000000001644,114.99999999999999,0.4152337643882336,17.733416675855942,7.235631,55.66236,99.982398,0.9438681256217138
2011-08,7167,7167,3.9844600251151108,10.097301079782394,0.25,0.25,0.375,0.5,3.5000000000000004,8.0,55.00000000000001,114.99999999999999,0.4314217943351472,18.419200574783808,8.0089295,57.89205900000003,99.95273189999999,0.9468396818752616
2011-09,6961,6961,4.016017813532539,9.950594741320813,0.25,0.25,0.375,0.5,3.5000000000000004,9.0,55.00000000000001,114.99999999999999,0.4308289038931188,19.701615821065033,9.281574500000001,61.80694100000001,99.944558,0.9546042235311019
2011-10,6880,6880,4.143622819767442,10.037347385592401,0.25,0.25,0.375,0.5,4.0,10.0,55.00000000000001,114.99999999999999,0.43023255813953487,19.14936977797019,8.800905,59.80153,99.989086,0.951889534883721
2011-11,6884,6884,4.070689279488669,9.8084256895487,0.25,0.375,0.375,0.5,4.0,10.0,50.0,114.99999999999999,0.42678675188843695,18.674359354016474,8.456762000000001,56.90820700000004,99.9905025,0.9549680418361418
2011-12,6843,6843,3.975906035364606,9.365398322935102,0.25,0.25,0.375,0.375,4.0,10.0,50.0,114.99999999999999,0.4078620488090019,18.022305725817038,7.821907,55.87106,99.968996,0.9457840128598568
2012-01,6660,6660,3.921734234234234,9.301438389570253,0.25,0.375,0.375,0.5,3.5000000000000004,10.0,45.0,114.99999999999999,0.40765765765765766,18.05079967177701,7.304379,58.18447600000001,99.9805452,0.9405405405405406
2012-02,6678,6678,3.778863432165319,8.791685128350055,0.25,0.375,0.375,0.5,3.5000000000000004,9.0,40.0,114.99999999999999,0.4076070679844265,17.982478980879367,6.931827,57.81353,99.990492,0.9454926624737946
2012-03,6762,6762,3.816603815439219,8.92696302987708,0.25,0.375,0.375,0.5,3.5000000000000004,9.0,40.0,114.99999999999999,0.4056492162082224,17.80218350156501,6.280976,57.97975600000001,99.982736,0.9415853297840876
2012-04,6637,6637,3.76118728341118,8.626172547811898,0.25,0.375,0.375,0.5,3.5000000000000004,9.0,40.0,114.99999999999999,0.40409823715534127,18.47178274653926,7.189798,59.425602000000005,99.9932113,0.940937170408317
2012-05,6686,6686,3.911008076577924,8.867872740923978,0.25,0.375,0.375,0.625,4.0,9.0,40.0,114.99999999999999,0.41534549805563864,19.380495613761692,8.3720865,60.74686899999999,99.9897636,0.9434639545318576
2012-06,6549,6549,3.9315735226752175,9.357245013817279,0.25,0.25,0.375,0.5,3.5000000000000004,10.0,45.0,114.99999999999999,0.3956329210566499,19.364209952038888,8.654138,61.12318999999998,99.9847472,0.9448770804703008
2012-07,6521,6521,3.918800797423708,9.2073137733322,0.25,0.375,0.375,0.5,3.5000000000000004,9.0,45.0,114.99999999999999,0.40070541328017173,18.686879783017073,7.933936,57.73026,99.977524,0.9444870418647446
2012-08,6937,6937,4.423219691509298,9.882274947267703,0.25,0.375,0.375,0.625,5.0,10.0,45.0,114.99999999999999,0.42756234683580796,24.123065388870092,8.871899500000001,85.863135,99.99762,0.9328239873144011
2012-09,6868,6868,4.312827606290041,9.636490339661195,0.25,0.25,0.375,0.5,5.0,10.0,40.0,114.99999999999999,0.442195690157251,25.27161172965528,8.7416415,95.207621,99.9977638,0.9442341292952825
2012-10,6983,6983,4.338285837032794,9.481282702339215,0.25,0.375,0.375,0.625,4.5,10.0,40.0,114.99999999999999,0.4437920664470858,25.82441451496984,8.193159,98.4128,99.9983936,0.9514535300014321
2012-11,6942,6942,4.151019158743878,9.200171384046042,0.25,0.375,0.375,0.625,4.0,10.0,40.0,114.99999999999999,0.4307116104868914,25.476642183514866,8.380408500000001,96.29890100000003,99.9975,0.9492941515413426
2012-12,7060,7060,4.1544440509915015,9.305466779843517,0.25,0.375,0.375,0.625,4.0,9.0,45.0,114.99999999999999,0.44107648725212467,25.175609786761996,7.535733,95.884862,99.9979012,0.9213881019830028
2013-01,7044,7044,4.254968767745599,9.286281653862877,0.25,0.375,0.375,0.625,5.0,10.0,40.0,114.99999999999999,0.44832481544576946,24.632486010345577,6.721669,95.33806800000002,99.9979832,0.9301533219761499
2013-02,6836,6836,4.182690901111761,9.230782455284164,0.25,0.375,0.375,0.625,4.5,9.0,40.0,114.99999999999999,0.43724400234055005,24.213157481471104,7.185033,93.28019,99.99873,0.9447045055588064
2013-03,6893,6893,4.072410416364428,9.204209426451326,0.25,0.375,0.375,0.625,4.0,9.0,45.0,114.99999999999999,0.43522414043232266,25.289193884124643,8.0051245,96.18523,99.99898400000001,0.9402292180472943
2013-04,6928,6928,3.9569500577367207,9.157214767702426,0.25,0.375,0.375,0.625,3.5000000000000004,9.0,45.0,114.99999999999999,0.4190242494226328,24.823686929606076,7.197168,95.63996,99.998374,0.9403868360277137
2013-05,6959,6959,4.030715620060353,8.876481073752565,0.25,0.375,0.375,0.625,4.0,9.0,45.0,110.00000000000001,0.4388561574938928,25.277464131919796,7.281226,97.57902199999998,99.99866349999999,0.9295875844230493
2013-06,6830,6830,3.8566434846266473,8.82645453549395,0.25,0.25,0.375,0.5,3.5000000000000004,9.0,45.0,114.99999999999999,0.42489019033674963,26.207457799192536,8.119234,98.482308,99.99854,0.9341142020497804
2013-07,6915,6915,3.9492046276211137,8.954830641065268,0.25,0.375,0.375,0.625,3.5000000000000004,9.0,45.0,114.99999999999999,0.44511930585683296,25.69885038515185,7.5523775,98.483722,99.99851,0.9373825018076645
2013-08,6909,6909,3.9497756549428282,8.778168404643177,0.25,0.375,0.375,0.625,3.5000000000000004,9.0,45.0,110.00000000000001,0.45361123172673323,26.846973639636104,7.982608,99.23056,99.99843120000001,0.9390649876972066
2013-09,7038,7038,3.85995666382495,9.002893102819895,0.25,0.25,0.375,0.625,3.5000000000000004,9.0,45.0,114.99999999999999,0.45339585109406083,26.37778833873717,8.100034,98.451466,99.9979971,0.9326513213981245
2013-10,7190,7190,3.8158031988873433,8.518314611507709,0.25,0.25,0.375,0.625,3.5000000000000004,9.0,40.54999999999836,114.99999999999999,0.4659248956884562,26.3955907973964,7.733848500000001,98.430066,99.9981874,0.9305980528511822
2013-11,6920,6920,3.7716582369942198,9.141483785757906,0.25,0.25,0.375,0.625,3.5000000000000004,9.0,45.0,114.99999999999999,0.4434971098265896,25.489748367565202,7.257423,98.16651000000003,99.9983096,0.940606936416185
2013-12,6883,6883,3.820390817957286,9.493074778192897,0.25,0.25,0.375,0.625,3.5000000000000004,8.0,50.0,114.99999999999999,0.4438471596687491,25.497164803258094,7.021522,98.37136,99.9976685,0.9373819555426413
2014-01,7144,7144,3.8927421612541995,9.13645233638999,0.25,0.25,0.375,0.625,3.5000000000000004,9.0,45.0,114.99999999999999,0.45996640537514,25.45974043724531,7.2433815,97.044179,99.9982003,0.9258118701007839
