model,months,avg_n_stocks,average_monthly_gross,average_monthly_net,annualized_net,average_turnover,average_transaction_cost,average_short_fee,average_lending_revenue,average_short_weight,average_gross_exposure
M0,228,983.0175438596491,0.011730912298843963,0.011730912298843963,0.15021819923944024,2.046359126012879,0.0,0.0,0.0,0.25000000498019287,1.5000000099603856
M1,228,983.0175438596491,0.011727825447311815,0.0016006175790678283,0.01937740682793132,2.025441573648798,0.010127207868243936,0.0,0.0,0.250000016479227,1.500000032958454
M2,228,983.0175438596491,0.011727825447311815,-0.0003556863971001439,-0.0042598968113752855,2.025441573648798,0.010127207868243936,0.001991797620260153,3.54936440922259e-05,0.250000016479227,1.500000032958454
M3,228,983.0175438596491,0.011432474279762983,-0.0004978941210979566,-0.005958395272086525,2.027761354531138,0.010138806772655645,0.0018270552572373063,3.5493629032098464e-05,0.2500000179550352,1.5000000359100705
