sample,stock_months,unique_permnos,mean_percent,std_percent,min_percent,p01_percent,p25_percent,median_percent,p75_percent,p90_percent,p99_percent,max_percent,high_fee_share_gt_1pct,util_mean_raw,util_median_raw,util_p90_raw,util_p99_raw,month
2009-01,3266,3266,1.1393141457440294,3.9272256031888424,0.25,0.25,0.25,0.375,0.5,0.8750000000000001,18.0,60.0,0.09430496019595835,20.528300238300712,13.45475,50.631228000000014,82.79959300000004,2009-01
2009-02,3224,3224,1.0665322580645162,3.9415049364058996,0.25,0.25,0.25,0.25,0.375,0.75,19.0,75.0,0.0880893300248139,20.574005912078373,13.55524,49.943177999999996,83.99494060000006,2009-02
2009-03,3111,3111,1.0262375441980072,3.8860166077499527,0.25,0.25,0.25,0.25,0.375,0.75,17.0,100.0,0.08614593378334941,20.26277098777814,13.46069,49.97451200000002,82.75475079999995,2009-03
2009-04,3162,3162,1.040599304237824,4.097399366538303,0.25,0.25,0.25,0.375,0.375,0.625,17.0,100.0,0.07969639468690702,18.499986967120968,11.28654,47.20099000000001,79.52843999999996,2009-04
2009-05,3318,3318,1.0262582881253768,4.160611068746438,0.25,0.25,0.25,0.25,0.375,0.625,16.829999999999927,100.0,0.0861965039180229,18.081697105726885,11.066165000000002,46.780923000000016,79.52084370000007,2009-05
2009-06,3398,3398,1.1517436727486756,4.406163693496662,0.25,0.25,0.25,0.375,0.5,0.75,20.149999999998727,100.0,0.0924072984108299,20.442949090836805,12.444965,52.38307200000001,90.02008519999993,2009-06
2009-07,3376,3376,1.1282212677725119,4.517753435264246,0.25,0.25,0.25,0.375,0.375,0.625,19.0,90.0,0.09063981042654029,18.532894502143925,11.47359,46.65499,82.53120459999995,2009-07
2009-08,3430,3430,1.0719752186588922,4.11850766046901,0.25,0.25,0.25,0.375,0.375,0.625,18.710000000000036,90.0,0.08454810495626822,17.29755810730724,10.270145,44.34481200000004,81.84451989999998,2009-08
2009-09,3447,3447,1.1316362053959965,4.3060561851812045,0.25,0.25,0.375,0.375,0.375,0.5,25.0,90.0,0.07687844502465913,16.785644686721785,9.726574,42.237672,86.75002719999999,2009-09
2009-10,3495,3495,1.2010371959942776,5.234860742235797,0.25,0.25,0.25,0.375,0.375,0.625,25.0,120.0,0.07982832618025751,17.381270834941343,9.917476,44.78051599999998,89.74136739999994,2009-10
2009-11,3424,3424,1.0838200934579438,4.311694759064912,0.25,0.25,0.25,0.375,0.375,0.625,20.0,100.0,0.08323598130841121,17.606094780645442,10.31237,44.26513100000002,86.6339881,2009-11
2009-12,3421,3421,1.1396886875182695,4.537239694769561,0.25,0.25,0.25,0.375,0.375,0.5,25.0,75.0,0.07980122771119556,16.979137256430867,10.04288,42.71929,86.3051980000001,2009-12
2010-01,3442,3442,1.1334979662986635,4.146589283213759,0.25,0.25,0.25,0.375,0.375,0.75,20.0,55.00000000000001,0.08512492736780941,17.432175602603138,10.44755,43.577318000000005,88.37788300000003,2010-01
2010-02,3432,3432,1.1632794289044288,4.329524946461337,0.25,0.25,0.25,0.375,0.375,0.8750000000000001,25.0,80.0,0.09265734265734266,18.50979861211247,11.690595,45.44371,87.8739773,2010-02
2010-03,3450,3450,1.1870652173913043,4.183796341794117,0.25,0.25,0.375,0.375,0.375,0.75,25.0,65.0,0.08869565217391304,17.95229558924058,10.79765,44.53666299999998,88.39825919999991,2010-03
2010-04,3484,3484,1.2093140068886337,4.137895334000271,0.25,0.25,0.375,0.375,0.5,1.0,25.0,85.0,0.09845005740528129,17.472605017827213,10.460605000000001,44.506517,87.70618060000002,2010-04
2010-05,3536,3536,1.3681419683257918,5.109125359169493,0.25,0.25,0.375,0.375,0.5,1.25,25.0,110.00000000000001,0.11001131221719457,18.084122916857062,11.45469,45.63576400000005,87.54950020000001,2010-05
2010-06,3458,3458,1.3051980913823018,4.746500231312619,0.25,0.25,0.375,0.375,0.375,1.125,22.14999999999918,90.0,0.10208212839791787,18.67752798314922,12.0641,45.498228000000005,85.25382919999991,2010-06
2010-07,3419,3419,1.3202690845276397,5.101623042328418,0.25,0.25,0.375,0.375,0.5,1.25,25.0,114.99999999999999,0.10617139514477918,17.013105600336356,10.62098,41.822582000000004,83.8992728,2010-07
2010-08,3428,3428,1.3646805717619603,5.8922787575674365,0.25,0.25,0.375,0.375,0.5,1.25,20.0,114.99999999999999,0.1058926487747958,17.990220812584596,11.603629999999999,43.395414,87.060303,2010-08
2010-09,3409,3409,1.3177618069815196,5.111792268316591,0.25,0.25,0.375,0.375,0.375,1.375,19.920000000000073,100.0,0.10736286300968026,17.618064148078616,10.71847,43.64002800000001,89.88742920000003,2010-09
2010-10,3500,3500,1.367392857142857,5.197668195299313,0.25,0.375,0.375,0.375,0.5,1.5,25.0,90.0,0.11485714285714285,16.85228302042,9.9019205,43.724364999999985,89.95112809999996,2010-10
2010-11,3522,3522,1.3864281658148778,5.255155534271556,0.25,0.375,0.375,0.375,0.5,1.6125000000000114,25.0,105.0,0.11839863713798977,16.55178403254401,9.512929,42.69787800000002,87.8790146,2010-11
2010-12,3521,3521,1.375071002556092,5.677741221514027,0.25,0.25,0.375,0.375,0.375,1.375,25.0,110.00000000000001,0.11161601817665436,14.868054763564329,7.971829,38.44004,85.43213800000001,2010-12
2011-01,3560,3560,1.3242275280898876,4.909638785046738,0.25,0.375,0.375,0.375,0.5,1.5,20.0,90.0,0.11376404494382023,15.432453435636672,7.9949285,42.30740000000006,88.00062620000001,2011-01
2011-02,3583,3583,1.408247278816634,5.404417571148304,0.25,0.375,0.375,0.375,0.5,1.5,25.0,105.0,0.10940552609545073,16.04495709154061,8.478345,43.385658,90.83632939999995,2011-02
2011-03,3627,3627,1.650296388199614,6.921615723119084,0.25,0.25,0.375,0.375,0.375,1.7500000000000002,30.0,110.00000000000001,0.11690102012682659,16.68906299500834,8.7007885,46.217211000000006,92.42037509999999,2011-03
2011-04,3616,3616,1.8331720132743363,8.058564463229454,0.25,0.375,0.375,0.375,0.375,1.875,30.0,114.99999999999999,0.1230641592920354,16.944858144553002,8.752213,47.180432000000046,94.8711028,2011-04
2011-05,3595,3595,1.8641168289290682,8.131047294878847,0.25,0.25,0.375,0.375,0.375,1.875,35.0,114.99999999999999,0.12767732962447845,17.468732526660173,9.585704,48.065748000000006,92.76251199999999,2011-05
2011-06,3570,3570,2.039810924369748,9.285190420063447,0.25,0.25,0.25,0.25,0.375,1.7500000000000002,45.0,114.99999999999999,0.12829131652661063,18.245187699786875,10.458835,49.777345,91.97538349999999,2011-06
2011-07,3523,3523,2.220586148169174,9.562275782848245,0.25,0.25,0.375,0.375,0.375,1.875,45.0,114.99999999999999,0.1334090263979563,17.221121447800513,9.329971,46.39698800000004,88.87594000000001,2011-07
2011-08,3506,3506,2.3202010838562463,9.630429992981124,0.25,0.375,0.375,0.375,0.5,2.0,50.0,114.99999999999999,0.14232743867655448,18.75301261346362,10.8132,49.84554199999997,92.5381864,2011-08
2011-09,3443,3443,2.221173395294801,9.425308771677106,0.25,0.375,0.375,0.375,0.375,1.7500000000000002,50.0,114.99999999999999,0.13099041533546327,19.754085117651165,12.18567,51.624458,92.82438900000001,2011-09
2011-10,3374,3374,2.059610254890338,9.08023937940061,0.25,0.375,0.375,0.375,0.375,1.625,45.0,114.99999999999999,0.11796087729697688,18.50686321241103,11.30885,47.966528000000004,89.98313109999998,2011-10
2011-11,3403,3403,1.9767851895386424,8.38355091442382,0.25,0.375,0.375,0.375,0.375,1.625,40.0,114.99999999999999,0.12342051131354687,18.08894593736904,10.82333,45.97631700000001,88.50845199999995,2011-11
2011-12,3369,3369,1.8181582071831404,7.693674543609128,0.25,0.25,0.375,0.375,0.375,1.625,40.0,114.99999999999999,0.11308993766696349,17.2812509991684,10.12672,45.47621000000001,87.18091720000001,2011-12
2012-01,3342,3342,1.580191502094554,6.723560492190117,0.25,0.375,0.375,0.375,0.375,1.375,30.0,110.00000000000001,0.10891681627767803,16.442004889595687,8.794752,44.24183800000005,88.25167419999995,2012-01
2012-02,3407,3407,1.6568828881714117,6.783041287168033,0.25,0.375,0.375,0.375,0.5,1.625,30.0,110.00000000000001,0.11916642207220429,16.267605276136898,8.2974195,44.576125000000005,89.09236680000001,2012-02
2012-03,3437,3437,1.7012656386383473,6.912938226871474,0.25,0.375,0.375,0.375,0.5,1.625,30.0,114.99999999999999,0.11899912714576666,16.28300795156177,7.6980105000000005,46.905175,88.62327120000002,2012-03
2012-04,3454,3454,1.746561957151129,6.372363705893214,0.25,0.375,0.375,0.375,0.5,1.875,30.0,110.00000000000001,0.1288361320208454,16.974983462610208,8.404868,47.89281,90.0212435999999,2012-04
2012-05,3438,3438,1.6877908667830135,5.970865751522418,0.25,0.375,0.375,0.375,0.5,1.875,30.0,100.0,0.1300174520069808,18.041862825008735,9.805649500000001,50.304300000000005,89.25489670000003,2012-05
2012-06,3386,3386,1.7168857058476077,6.59943101447766,0.25,0.25,0.375,0.375,0.5,1.875,30.0,114.99999999999999,0.12020082693443591,17.872057744789817,10.071475,47.883992,88.2622677,2012-06
2012-07,3376,3376,1.785989336492891,6.747043984741273,0.25,0.375,0.375,0.375,0.5,1.875,30.0,110.00000000000001,0.12233412322274881,17.304893295441875,8.9968495,46.999262,89.3004848,2012-07
2012-08,3370,3370,1.745586053412463,6.35846765568024,0.25,0.375,0.375,0.375,0.5,1.875,30.0,110.00000000000001,0.1228486646884273,16.565061148243686,8.052248,47.9648,90.36956400000001,2012-08
2012-09,3383,3383,1.6812740171445462,6.6129823318978564,0.25,0.25,0.375,0.375,0.375,1.7500000000000002,30.0,110.00000000000001,0.12415016257759386,15.834219128766271,7.211083,46.07693999999999,89.4120799,2012-09
2012-10,3393,3393,1.618442381373416,5.642478357201947,0.25,0.375,0.375,0.375,0.5,1.875,25.0,105.0,0.12849985263778368,15.802789001077333,6.594716,48.24565700000002,91.43650880000006,2012-10
2012-11,3367,3367,1.6553682803682803,5.959006134641483,0.25,0.375,0.375,0.375,0.5,1.875,30.0,100.0,0.12919512919512918,16.058529360743826,7.125486,46.13903,90.58999800000001,2012-11
2012-12,3352,3352,1.5681682577565632,5.72888507110183,0.25,0.375,0.375,0.375,0.375,1.875,30.0,95.0,0.12261336515513127,15.424932113320382,6.133687,46.8203,91.61712400000005,2012-12
2013-01,3362,3362,1.6603955978584175,6.415467490777143,0.25,0.375,0.375,0.375,0.5,1.875,25.0,110.00000000000001,0.12462819750148721,14.858895874004174,5.4010315,45.669585000000005,90.48934819999994,2013-01
2013-02,3410,3410,1.7156524926686216,6.676611221855349,0.25,0.375,0.375,0.375,0.5,1.8874999999999886,29.549999999999272,110.00000000000001,0.12991202346041056,15.201925919050279,5.858126,45.76344,90.21462,2013-02
2013-03,3413,3413,1.6456196894227952,6.367744981328389,0.25,0.375,0.375,0.375,0.5,1.875,30.0,110.00000000000001,0.1233518898329915,15.775987315,6.3924145,46.898379,93.47422689999998,2013-03
2013-04,3427,3427,1.6329880361832507,6.05281735341081,0.25,0.375,0.375,0.375,0.5,1.875,28.69999999999891,105.0,0.12489057484680478,15.491081445021923,5.849046,45.80046,93.92588800000006,2013-04
2013-05,3417,3417,1.555019022534387,5.683739786247802,0.25,0.375,0.375,0.375,0.375,1.7500000000000002,30.0,95.0,0.12291483757682177,14.769403605394544,5.532588,44.05809800000006,90.5417092,2013-05
2013-06,3411,3411,1.533824391673996,5.759541697712259,0.25,0.25,0.375,0.375,0.375,1.625,30.0,90.0,0.1169744942832014,15.60634539290332,5.910196,47.443270000000034,91.5361448,2013-06
2013-07,3407,3407,1.5180877604931025,5.609480475303061,0.25,0.375,0.375,0.375,0.375,1.625,29.700000000000273,90.0,0.11828588200763135,14.585705274002942,5.248793,43.945612,88.97990169999998,2013-07
2013-08,3449,3449,1.6174253406784576,5.883782964079726,0.25,0.375,0.375,0.375,0.375,1.7500000000000002,30.0,90.0,0.1290229051899101,15.004772046686046,5.5879095,44.694012999999984,92.73623500000004,2013-08
