sample,stock_months,unique_permnos,mean_percent,std_percent,min_percent,p01_percent,p25_percent,median_percent,p75_percent,p90_percent,p99_percent,max_percent,high_fee_share_gt_1pct,util_mean_raw,util_median_raw,util_p90_raw,util_p99_raw,month
2007-11,4047,4047,1.4257165801828515,3.2664678102641216,0.25,0.375,0.375,0.5,0.5,4.0,15.0,55.00000000000001,0.14059797380775885,27.38485507409955,20.763745,65.175206,91.9682191,2007-11
2007-12,3963,3963,1.4071095129952056,3.3274707419046012,0.25,0.375,0.375,0.5,0.5,3.900000000000091,15.0,55.00000000000001,0.13802674741357557,26.509404946354827,19.67801,63.86899400000001,90.86777699999978,2007-12
2008-01,3923,3923,1.4024024980881977,3.4332120414169167,0.25,0.375,0.375,0.5,0.5,4.5,14.779999999999745,55.00000000000001,0.15702268671934744,26.70433030312419,20.11035,64.691738,90.46341919999996,2008-01
2008-02,3904,3904,1.4665727459016393,3.507668167119349,0.25,0.375,0.375,0.5,0.5,4.5,16.9699999999998,65.0,0.16598360655737704,28.04184893147196,22.229975000000003,66.56488499999999,92.46435079999995,2008-02
2008-03,3901,3901,1.6327544219430916,3.658232389077614,0.25,0.375,0.375,0.5,0.5,4.5,16.0,60.0,0.20968982312227635,28.490154888219852,22.379175,65.94854600000001,90.5239445,2008-03
2008-04,3860,3860,1.5200453367875648,3.7046776028052704,0.25,0.375,0.375,0.5,0.5,4.0,18.0,65.0,0.18704663212435232,27.24317481608536,20.75533,64.79824000000008,91.17236180000003,2008-04
2008-05,3846,3846,1.592141185647426,3.9740559998991887,0.25,0.375,0.375,0.5,0.5,4.0,20.0,60.0,0.19890795631825273,27.905550762136304,21.06488,67.203682,91.5103328,2008-05
2008-06,3871,3871,1.670982950142082,3.9831829959264238,0.25,0.375,0.375,0.5,0.625,4.0,19.300000000000182,55.00000000000001,0.21286489279256007,28.313394407574176,21.783389999999997,66.95359099999999,90.98299570000003,2008-06
2008-07,3794,3794,1.6758697944122298,4.181587163358735,0.25,0.375,0.375,0.5,0.5,3.5000000000000004,25.0,55.00000000000001,0.2087506589351608,28.68508977272944,22.201479999999997,67.065184,91.1377545,2008-07
2008-08,3775,3775,1.7084105960264901,4.298902941220391,0.25,0.375,0.375,0.5,0.5,3.5000000000000004,25.0,60.0,0.2047682119205298,27.26898696275087,20.54142,65.186462,90.79857479999998,2008-08
2008-09,3814,3814,3.609137388568432,6.216205045659636,0.25,0.375,0.375,0.5,8.0,10.0,30.0,75.0,0.2991609858416361,25.167844285483444,17.96791,62.074522,88.90216399999996,2008-09
2008-10,3698,3698,1.3075648999459166,4.16868519214973,0.25,0.375,0.5,0.5,0.5,0.8750000000000001,25.0,75.0,0.08518117901568416,23.088283043877052,16.04838,56.484438999999995,86.73626319999998,2008-10
2008-11,3452,3452,1.3768105446118193,4.13669843709451,0.25,0.375,0.5,0.5,0.5,1.375,19.0,70.0,0.14889918887601392,22.2954037113897,15.298195,54.884591,84.91349819999999,2008-11
2008-12,3290,3290,1.1892857142857143,3.8477318788556665,0.25,0.25,0.375,0.375,0.5,0.5,18.0,75.0,0.08571428571428572,20.6043390190169,13.74122,50.568811999999994,82.0327208,2008-12
