model,month,status,n_stocks,objective_value,turnover,transaction_cost,short_borrow_cost,long_lending_revenue,gross_return,net_return,short_weight,gross_exposure,fee_exposure
M0,2008-02,CLARABEL_SOLVED,962,2.181787641107458,1.762474284824535,0.0,0.0,0.0,0.03868290608659071,0.03868290608659071,0.25000000250206655,1.500000005004134,0.0007104166695574962
M0,2008-03,CLARABEL_SOLVED,952,1.9297585094017953,1.7736363298368694,0.0,0.0,0.0,-0.040081107275447274,-0.040081107275447274,0.2500000002163958,1.5000000004327934,0.0005104166676859568
M0,2008-04,CLARABEL_SOLVED,956,2.0491723012253025,2.065231760227274,0.0,0.0,0.0,0.1439671410368107,0.1439671410368107,0.25000000110681997,1.5000000022136397,0.0006145833348064828
M0,2008-05,CLARABEL_SOLVED,955,1.9147253631982766,1.9908462607919994,0.0,0.0,0.0,0.07398376379989115,0.07398376379989115,0.2500000003678789,1.5000000007357575,0.0006656250067409795
M0,2008-06,CLARABEL_SOLVED,956,1.8601372078742704,1.8299826599177933,0.0,0.0,0.0,-0.029804492002993354,-0.029804492002993354,0.2500000143842961,1.5000000287685924,0.0006104166947527842
M0,2008-07,CLARABEL_SOLVED,957,1.8239672957546904,1.5612119265929791,0.0,0.0,0.0,0.013561513032628147,0.013561513032628147,0.2500000065664495,1.5000000131328988,0.000704166681539264
M0,2008-08,CLARABEL_SOLVED,962,2.2200317731812897,1.841817934128287,0.0,0.0,0.0,-0.06780248696895504,-0.06780248696895504,0.2500000003284818,1.500000000656963,0.0006927083340429891
M0,2008-09,CLARABEL_SOLVED,966,2.087042985627011,1.775348852426609,0.0,0.0,0.0,-0.2103453858976933,-0.2103453858976933,0.2500000103823672,1.5000000207647346,0.0010229166445500273
M0,2008-10,CLARABEL_SOLVED,955,2.0061132625284954,1.7057142829755358,0.0,0.0,0.0,-0.27153397973448423,-0.27153397973448423,0.2500000016595664,1.5000000033191339,0.0005395833351669969
M0,2008-11,CLARABEL_SOLVED,963,1.6932606102352101,1.9595348631536316,0.0,0.0,0.0,-0.10346397285549602,-0.10346397285549602,0.25000000099812014,1.5000000019962347,0.00038125000087083267
M0,2008-12,CLARABEL_SOLVED,964,1.747258866945693,2.204153278825868,0.0,0.0,0.0,0.02124991585239113,0.02124991585239113,0.2500000025478753,1.5000000050957496,0.00045833335282623123
M0,2009-01,CLARABEL_SOLVED,969,1.9362728395094186,1.8434033375590797,0.0,0.0,0.0,-0.08718707586476837,-0.08718707586476837,0.25000002930229737,1.5000000586045954,0.0001093750327807563
M0,2009-02,CLARABEL_SOLVED,964,1.8430594845544161,1.7733786743568023,0.0,0.0,0.0,-0.12176881005486616,-0.12176881005486616,0.2500000010307759,1.500000002061552,0.0004125000018207065
M0,2009-03,CLARABEL_SOLVED,970,1.7680207820121734,1.7212477795138743,0.0,0.0,0.0,0.05192998948392275,0.05192998948392275,0.2500000005320794,1.500000001064159,0.0004604166680098204
M0,2009-04,CLARABEL_SOLVED,972,1.9332329416638177,1.743908047095049,0.0,0.0,0.0,-0.026428383821135954,-0.026428383821135954,0.25000000419969515,1.5000000083993894,0.000559375003987814
M0,2009-05,CLARABEL_SOLVED,972,1.979715978247209,1.7157889302807852,0.0,0.0,0.0,0.10280794802051305,0.10280794802051305,0.2500000011122362,1.5000000022244735,0.0002687500002076066
M0,2009-06,CLARABEL_SOLVED,968,1.90671709578385,1.7369203534170596,0.0,0.0,0.0,0.00805745018148862,0.00805745018148862,0.2500000009680188,1.5000000019360344,0.00016624326010700896
M0,2009-07,CLARABEL_SOLVED,975,1.8569019442921881,1.7472139942096256,0.0,0.0,0.0,0.03416010778984534,0.03416010778984534,0.2500000155663904,1.5000000311327808,0.0013812500181147476
M0,2009-08,CLARABEL_SOLVED,973,1.8491804042453954,1.6543872577621341,0.0,0.0,0.0,-0.03113947826258201,-0.03113947826258201,0.25000001077582557,1.5000000215516511,0.0001802083454200447
M0,2009-09,CLARABEL_SOLVED,964,1.827637299722327,1.4607843094813004,0.0,0.0,0.0,0.04752244598078126,0.04752244598078126,0.25000000115209225,1.5000000023041797,0.0007989583343700963
M0,2009-10,CLARABEL_SOLVED,962,1.8583161427503354,1.7558139453071573,0.0,0.0,0.0,0.0028456144666828345,0.0028456144666828345,0.24999999998869624,1.4999999999773905,0.0008966929113147741
M0,2009-11,CLARABEL_SOLVED,973,1.770763648456196,2.134079895914348,0.0,0.0,0.0,0.04495327801229741,0.04495327801229741,0.25000000056415533,1.500000001128309,0.0002281250003068639
M0,2009-12,CLARABEL_SOLVED,965,1.677687439766324,2.185294364447218,0.0,0.0,0.0,0.08940087354166676,0.08940087354166676,0.25000000028371405,1.5000000005674274,0.0013427083337771767
M0,2010-01,CLARABEL_SOLVED,964,1.942735075141037,2.13775852989375,0.0,0.0,0.0,-0.036228512975957,-0.036228512975957,0.25000000183707854,1.5000000036741534,0.0002906250012954018
M0,2010-02,CLARABEL_SOLVED,968,1.95149979329832,1.7824316710792303,0.0,0.0,0.0,0.10868003684967976,0.10868003684967976,0.25000000214239776,1.500000004284795,0.0005625000014320354
M0,2010-03,CLARABEL_SOLVED,968,1.753733145006055,2.3773047307889996,0.0,0.0,0.0,0.08512726361556189,0.08512726361556189,0.25000000055790317,1.500000001115808,0.001348958334344467
M0,2010-04,CLARABEL_SOLVED,960,1.8069980060120527,2.3239369599932918,0.0,0.0,0.0,0.042492195873212554,0.042492195873212554,0.250000002521098,1.5000000050421973,0.00010729166884960892
